,程度级别词语（中文）,负面评价词语（中文）,负面情感词语（中文）,正面评价词语（中文）,正面情感词语（中文）,主张词语（中文）
劳苦功高,0,0,0,1,0,0
适意,0,0,0,1,0,0
死脑筋,0,1,0,0,0,0
狂荡,0,1,0,0,0,0
全知全能,0,0,0,1,0,0
形象地,0,0,0,1,0,0
是的,0,0,0,1,0,0
裣衽,0,0,0,0,1,0
好看,0,0,0,1,0,0
权宜,0,0,0,1,0,0
膀阔腰圆,0,0,0,1,0,0
正派,0,0,0,1,0,0
淋漓,0,0,0,1,0,0
分外,1,0,0,0,0,0
清澈见底,0,0,0,1,0,0
冗赘,0,1,0,0,0,0
窘,0,1,1,0,0,0
肃杀,0,1,0,0,0,0
静悄悄,0,0,0,1,0,0
易怒,0,1,0,0,0,0
歌颂,0,0,0,0,1,0
百折不回,0,0,0,1,0,0
绷,0,0,1,0,0,0
博学多闻,0,0,0,1,0,0
略略,1,0,0,0,0,0
骇愕,0,0,1,0,0,0
曷,1,0,0,0,0,0
辁,0,1,0,0,0,0
和风细雨,0,0,0,1,0,0
毫厘不爽,0,0,0,1,0,0
慈,0,0,0,1,0,0
粗豪,0,0,0,1,0,0
宠,0,0,0,0,1,0
经常性,0,0,0,1,0,0
灼然,0,0,0,1,0,0
些小,1,0,0,0,0,0
价值连城,0,0,0,1,0,0
美味可口,0,0,0,1,0,0
上赶着,0,0,0,1,0,0
无根据,0,1,0,0,0,0
恚恨,0,0,1,0,0,0
欣欣向荣,0,0,0,1,0,0
非同小可,0,0,0,1,0,0
手生,0,1,0,0,0,0
出身名门,0,0,0,1,0,0
哀切,0,0,1,0,0,0
摇头摆尾,0,0,0,0,1,0
瞢,0,1,0,0,0,0
觥筹交错,0,0,0,1,0,0
不含糊,0,0,0,1,0,0
要不得,0,1,0,0,0,0
心情沉重,0,0,1,0,0,0
豺狼当道,0,1,0,0,0,0
全神贯注,0,0,0,1,0,0
分文不取,0,0,0,1,0,0
叩头,0,0,0,0,1,0
正中下怀,0,0,0,0,1,0
诮,0,0,1,0,0,0
偏爱,0,0,0,0,1,0
蛇蝎心肠,0,1,0,0,0,0
温顺,0,0,0,1,0,0
堕入爱河,0,0,0,0,1,0
滞背,0,1,0,0,0,0
不力,0,1,0,0,0,0
戚然,0,0,1,0,0,0
浑身是胆,0,0,0,1,0,0
猥亵,0,1,0,0,0,0
喷香,0,0,0,1,0,0
气势汹汹,0,1,0,0,0,0
惊怖,0,0,1,0,0,0
温驯,0,0,0,1,0,0
心细,0,0,0,1,0,0
窝火,0,0,1,0,0,0
记实,0,0,0,1,0,0
祝颂,0,0,0,0,1,0
照直,0,0,0,1,0,0
宽假,0,0,1,0,0,0
祟,0,1,0,0,0,0
一团乱麻,0,1,0,0,0,0
无人问津,0,1,0,0,0,0
心胆俱裂,0,0,1,0,0,0
感激涕零,0,0,0,0,1,0
非分,0,1,0,0,0,0
焦急,0,0,1,0,0,0
评价颇高,0,0,0,1,0,0
为人正直,0,0,0,1,0,0
决然,0,0,0,1,0,0
简单易行,0,0,0,1,0,0
欢喜,0,0,0,0,1,0
蔼,0,0,0,1,0,0
沉吟,0,0,1,0,0,0
孤傲不群,0,1,0,0,0,0
与世无争,0,1,0,0,0,0
凄寒,0,1,0,0,0,0
奓着头发,0,1,0,0,0,0
如痴如狂,0,0,0,0,1,0
敬佩,0,0,0,0,1,0
撒气,0,0,1,0,0,0
夜郎自大,0,1,0,0,0,0
敬贺,0,0,0,0,1,0
瑰伟,0,0,0,1,0,0
不亦乐乎,1,0,0,0,0,0
伪造,0,1,0,0,0,0
愧汗,0,0,1,0,0,0
泥沙俱下,0,1,0,0,0,0
和畅,0,0,0,1,0,0
恶贯满盈,0,1,0,0,0,0
身无分文,0,1,0,0,0,0
一丝不差,0,0,0,1,0,0
娴,0,0,0,1,0,0
生猛,0,0,0,1,0,0
褒扬,0,0,0,0,1,0
秽土,0,1,0,0,0,0
进一步,1,0,0,0,0,0
回敬,0,0,0,0,1,0
含愤,0,0,1,0,0,0
等因奉此,0,1,0,0,0,0
精彩纷呈,0,0,0,1,0,0
落落寡合,0,1,0,0,0,0
两面三刀,0,1,0,0,0,0
可恶,0,1,0,0,0,0
天下为公,0,0,0,1,0,0
勤勉,0,0,0,1,0,0
小心眼,0,1,0,0,0,0
马马虎虎,0,1,0,0,0,0
坦实,0,0,0,1,0,0
放在心上,0,0,0,0,1,0
骂人,0,0,1,0,0,0
气恼,0,0,1,0,0,0
好客,0,0,0,1,0,0
可观,0,0,0,1,0,0
漠然,0,1,0,0,0,0
暮气,0,1,0,0,0,0
精神矍铄,0,0,0,1,0,0
朝秦暮楚,0,1,0,0,0,0
隐形,0,1,0,0,0,0
好端端,0,0,0,1,0,0
偏偏,0,0,0,1,0,0
杂七杂八,0,1,0,0,0,0
不共戴天,0,1,0,0,0,0
平淡无奇,0,1,0,0,0,0
荏弱,0,1,0,0,0,0
顽,0,1,0,0,0,0
支持,0,0,0,0,1,0
杰出,0,0,0,1,0,0
流气,0,1,0,0,0,0
温柔,0,0,0,1,0,0
心灵,0,0,0,1,0,0
酷好,0,0,0,0,1,0
冷峻,0,1,0,0,0,0
民主,0,0,0,1,0,0
适用,0,0,0,1,0,0
大大方方,0,0,0,1,0,0
唇红齿白,0,0,0,1,0,0
哩哩啦啦,0,1,0,0,0,0
狂妄自大,0,1,0,0,0,0
不痛不痒,0,1,0,0,0,0
尖端,0,0,0,1,0,0
推重,0,0,0,0,1,0
勾魂摄魄,0,0,0,1,0,0
恳挚,0,0,0,1,0,0
安安稳稳,0,0,0,1,0,0
最著名,0,0,0,1,0,0
主持,0,0,0,0,1,0
不开化,0,1,0,0,0,0
囊中羞涩,0,1,0,0,0,0
严厉,0,1,0,0,0,0
面无人色,0,0,1,0,0,0
万念俱灰,0,0,1,0,0,0
稚弱,0,0,0,1,0,0
艳,0,0,0,1,0,0
矫情,0,1,0,0,0,0
佥同,0,0,0,0,1,0
精神焕发,0,0,0,1,0,0
铁石心肠,0,1,0,0,0,0
靡丽,0,1,0,0,0,0
杂乱无章,0,1,0,0,0,0
抢眼,0,0,0,1,0,0
阴冷,0,1,0,0,0,0
打入十八层地狱,0,0,1,0,0,0
黑咕隆咚,0,1,0,0,0,0
窳败,0,1,0,0,0,0
气壮如牛,0,1,0,0,0,0
暴戾恣睢,0,1,0,0,0,0
药到病除,0,0,0,1,0,0
斯文扫地,0,1,0,0,0,0
不问三七二十一,0,1,0,0,0,0
觉,0,0,0,0,0,1
不划算,0,1,0,0,0,0
凶暴,0,1,0,0,0,0
高级,0,0,0,1,0,0
推戴,0,0,0,0,1,0
对称,0,0,0,1,0,0
健实,0,0,0,1,0,0
屈才,0,1,0,0,0,0
有出息,0,0,0,1,0,0
脾气爆躁,0,1,0,0,0,0
胶柱鼓瑟,0,1,0,0,0,0
喧杂,0,1,0,0,0,0
气,0,0,1,0,0,0
不忠,0,0,1,0,0,0
嚣杂,0,1,0,0,0,0
关注,0,0,0,0,1,0
喜欢,0,0,0,0,1,0
夤,0,0,0,0,1,0
急死,0,0,1,0,0,0
顾,0,0,0,0,1,0
人头攒动,0,1,0,0,0,0
进步,0,0,0,1,0,0
娇贵,0,1,0,0,0,0
目光如炬,0,0,0,1,0,0
练达,0,0,0,1,0,0
悔不该,0,0,1,0,0,0
光灿,0,0,0,1,0,0
怄,0,0,1,0,0,0
如故,0,0,0,1,0,0
颓靡,0,0,1,0,0,0
沉,1,0,0,0,0,0
破坏性,0,1,0,0,0,0
肉,0,1,0,0,0,0
纯朴,0,0,0,1,0,0
缺心眼儿,0,1,0,0,0,0
凛然,0,1,0,0,0,0
姣好,0,0,0,1,0,0
发火,0,0,1,0,0,0
史无前例,0,0,0,1,0,0
团结,0,0,0,1,0,0
够戗,1,1,0,0,0,0
称叹,0,0,0,0,1,0
不规则,0,1,0,0,0,0
疑惑,0,0,1,0,0,0
何等,1,0,0,0,0,0
出类拔萃,0,0,0,1,0,0
风流,0,1,0,1,0,0
芊眠,0,0,0,1,0,0
诡,0,1,0,0,0,0
娇嫩,0,1,0,0,0,0
冰雪聪明,0,0,0,1,0,0
抱不平,0,0,1,0,0,0
封建,0,1,0,0,0,0
坐井观天,0,1,0,0,0,0
刚毅,0,0,0,1,0,0
率然,0,1,0,0,0,0
卑猥,0,1,0,0,0,0
隔靴搔痒,0,1,0,0,0,0
邋遢,0,1,0,0,0,0
清晰,0,0,0,1,0,0
嫌憎,0,0,1,0,0,0
恭顺,0,0,0,1,0,0
装相,0,1,0,0,0,0
争相,0,0,0,1,0,0
看在,0,0,0,0,1,0
铁杵磨成针,0,0,0,1,0,0
羸弱,0,1,0,0,0,0
滑头滑脑,0,1,0,0,0,0
烂,0,1,0,0,0,0
安顿,0,0,0,1,0,0
法定,0,0,0,1,0,0
七窍生烟,0,0,1,0,0,0
点头称是,0,0,0,0,1,0
墨,0,1,0,0,0,0
空空洞洞,0,1,0,0,0,0
甜蜜蜜,0,0,0,1,0,0
变化无穷,0,1,0,0,0,0
受听,0,0,0,1,0,0
赞赏,0,0,0,0,1,0
和谐,0,0,0,1,0,0
忧心如焚,0,0,1,0,0,0
零零碎碎,0,1,0,0,0,0
平坦,0,0,0,1,0,0
持重,0,0,0,1,0,0
芾,0,0,0,1,0,0
通过,0,0,0,0,1,0
把细,0,0,0,1,0,0
松散,0,1,0,0,0,0
憋气,0,0,1,0,0,0
惊天动地,0,1,0,0,0,0
实心眼儿,0,0,0,1,0,0
猴儿精,0,0,0,1,0,0
索,0,1,0,0,0,0
辛苦,0,1,0,0,0,0
有门儿,0,0,0,1,0,0
珍,0,0,0,1,1,0
徘徊,0,0,1,0,0,0
认了,0,0,0,0,1,0
无可訾议,0,0,0,1,0,0
冷冰冰,0,1,0,0,0,0
注意,0,0,0,0,1,0
膏腴,0,0,0,1,0,0
隐晦,0,1,0,0,0,0
坚忍不拔,0,0,0,1,0,0
甘愿,0,0,0,0,1,0
抠唆,0,1,0,0,0,0
瞬息万变,0,1,0,0,0,0
风度翩翩,0,0,0,1,0,0
掉以轻心,0,0,1,0,0,0
怏怏不乐,0,0,1,0,0,0
厉,0,1,0,0,0,0
俨,0,0,0,1,0,0
庸俗,0,1,0,0,0,0
纯厚,0,0,0,1,0,0
宝,0,0,0,1,0,0
鸡零狗碎,0,1,0,0,0,0
秃,0,1,0,0,0,0
示不同意,0,0,1,0,0,0
鸦雀无声,0,0,0,1,0,0
陶,0,0,0,1,0,0
心眼小,0,1,0,0,0,0
完好,0,0,0,1,0,0
器宇不凡,0,0,0,1,0,0
万花筒似,0,1,0,0,0,0
楚楚动人,0,0,0,1,0,0
纯,0,0,0,1,0,0
膀大腰圆,0,0,0,1,0,0
臭味,0,1,0,0,0,0
肤皮潦草,0,1,0,0,0,0
精卫填海,0,0,0,1,0,0
高,0,0,0,1,0,0
现行,0,1,0,0,0,0
颖慧,0,0,0,1,0,0
没理,0,1,0,0,0,0
依稀,0,1,0,0,0,0
慈祥,0,0,0,1,0,0
难以沟通,0,1,0,0,0,0
无端端,0,1,0,0,0,0
呆板,0,1,0,0,0,0
秀色,0,0,0,1,0,0
坚固耐用,0,0,0,1,0,0
慎重,0,0,0,1,0,0
异彩纷呈,0,0,0,1,0,0
娈,0,0,0,1,0,0
祸不单行,0,1,0,0,0,0
含义明确,0,0,0,1,0,0
嘲谑,0,0,1,0,0,0
费心,0,0,0,0,1,0
荒无人烟,0,1,0,0,0,0
差点儿,0,1,0,0,0,0
满贯,1,0,0,0,0,0
惨不忍睹,0,1,0,0,0,0
忿懑,0,0,1,0,0,0
博闻,0,0,0,1,0,0
丑陋,0,1,0,0,0,0
直盯盯,0,1,0,0,0,0
博古通今,0,0,0,1,0,0
有意,0,0,0,0,1,0
穷苦,0,1,0,0,0,0
兢兢业业,0,0,0,1,0,0
憷头,0,0,1,0,0,0
铁心,0,0,0,1,0,0
菁,0,0,0,1,0,0
后进,0,1,0,0,0,0
满怀豪情,0,0,0,0,1,0
崇拜,0,0,0,0,1,0
脾气坏,0,1,0,0,0,0
黯然神伤,0,0,1,0,0,0
白忙,0,1,0,0,0,0
迟疑不决,0,0,1,0,0,0
显耀,0,0,0,1,0,0
傲,0,1,0,0,0,0
骠,0,0,0,1,0,0
纯挚,0,0,0,1,0,0
不甚重要,0,1,0,0,0,0
有理有据,0,0,0,1,0,0
索然乏味,0,1,0,0,0,0
沓,0,1,0,0,0,0
粲,0,0,0,1,0,0
铮亮,0,0,0,1,0,0
庆,0,0,0,0,1,0
舒爽,0,0,0,1,0,0
炳,0,0,0,1,0,0
暴烈,0,1,0,0,0,0
孤零零,0,1,0,0,0,0
水莹莹,0,0,0,1,0,0
万夫莫当,0,0,0,1,0,0
以怨报德,0,1,0,0,0,0
四平八稳,0,0,0,1,0,0
芊芊,0,0,0,1,0,0
机警,0,0,0,1,0,0
大吉大利,0,0,0,1,0,0
平板,0,0,0,1,0,0
淘气,0,1,0,0,0,0
真实可信,0,0,0,1,0,0
乖觉,0,0,0,1,0,0
颂赞,0,0,0,0,1,0
空乏,0,1,0,0,0,0
惋惜,0,0,1,0,0,0
绚丽夺目,0,0,0,1,0,0
经用,0,0,0,1,0,0
捏一把汗,0,0,1,0,0,0
刚强,0,0,0,1,0,0
参谒,0,0,0,0,1,0
彷,0,0,1,0,0,0
钟,0,0,0,0,1,0
朝三暮四,0,1,0,0,0,0
蔑,0,0,1,0,0,0
龙腾虎跃,0,0,0,1,0,0
引咎自责,0,0,1,0,0,0
精神不振,0,1,0,0,0,0
斜,0,1,0,0,0,0
天真无邪,0,0,0,1,0,0
虚怀若谷,0,0,0,1,0,0
耿,0,0,0,1,0,0
怒发冲冠,0,0,1,0,0,0
照章,0,0,0,1,0,0
吃后悔药,0,0,1,0,0,0
傲岸,0,1,0,0,0,0
聊,1,0,0,0,0,0
纷,0,1,0,0,0,0
拖泥带水,0,1,0,0,0,0
事关重大,0,0,0,1,0,0
怒叱,0,0,1,0,0,0
诚笃,0,0,0,1,0,0
沉着,0,0,0,1,0,0
暗无天日,0,1,0,0,0,0
哀恸,0,0,1,0,0,0
未便,0,1,0,0,0,0
穿不得,0,1,0,0,0,0
溺爱,0,0,0,0,1,0
细心,0,0,0,1,0,0
稀罕,0,0,0,0,1,0
变化不定,0,1,0,0,0,0
冥,0,1,0,1,0,0
满脸愁雾,0,0,1,0,0,0
豪放不羁,0,0,0,1,0,0
脉脉,0,0,0,1,0,0
赤裸裸淫秽,0,1,0,0,0,0
厚望,0,0,0,0,1,0
因循守旧,0,1,0,0,0,0
俚,0,1,0,0,0,0
记挂,0,0,0,0,1,0
否,0,1,0,0,0,0
媚人,0,0,0,1,0,0
仁,0,0,0,1,0,0
二手,0,1,0,0,0,0
涵容,0,0,1,0,0,0
伟岸,0,0,0,1,0,0
坚忍,0,0,0,1,0,0
沉沉,1,0,0,0,0,0
退化,0,1,0,0,0,0
传统,0,0,0,1,0,0
透明,0,0,0,1,0,0
据实,0,0,0,1,0,0
有盼儿,0,0,0,1,0,0
利,0,0,0,1,0,0
动荡不安,0,1,0,0,0,0
仓皇失措,0,0,1,0,0,0
艰难险阻,0,1,0,0,0,0
济事,0,0,0,1,0,0
直瞪瞪,0,1,0,0,0,0
幻,0,1,0,0,0,0
浅陋,0,1,0,0,0,0
哗然,0,1,0,0,0,0
古色古香,0,0,0,1,0,0
系念,0,0,1,0,0,0
入理,0,0,0,1,0,0
拉不下脸,0,0,1,0,0,0
殷切,0,1,0,0,0,0
“较,1,0,0,0,0,0
婀娜多姿,0,0,0,1,0,0
虎背熊腰,0,0,0,1,0,0
悲凄,0,0,1,0,0,0
无关宏旨,0,1,0,0,0,0
矜,0,1,1,0,0,0
人给家足,0,0,0,1,0,0
澹,0,0,0,1,0,0
蔑视,0,0,1,0,0,0
喜洋洋,0,0,0,0,1,0
笃实,0,0,0,1,0,0
骁,0,0,0,1,0,0
沮,0,0,1,0,0,0
了不得,0,1,0,0,0,0
豪华型,0,0,0,1,0,0
猗,0,0,0,1,0,0
精明,0,0,0,1,0,0
惟命是从,0,0,0,1,0,0
当心,0,0,0,1,0,0
有声有色,0,0,0,1,0,0
勃勃,0,0,0,1,0,0
恰到好处,0,0,0,1,0,0
哀怨,0,0,1,0,0,0
差可,0,1,0,0,0,0
可统一,0,0,0,1,0,0
可乐,0,0,0,1,0,0
说好话,0,0,0,0,1,0
酸,0,1,1,0,0,0
引人注目,0,0,0,1,0,0
希图,0,0,0,0,1,0
谦卑,0,0,0,1,0,0
戏侮,0,0,1,0,0,0
弱,1,1,0,0,0,0
不中用,0,1,0,0,0,0
糊糊涂涂,0,1,0,0,0,0
万古长青,0,0,0,1,0,0
愁眉不展,0,0,1,0,0,0
绝了,0,0,0,1,0,0
反复无常,0,1,0,0,0,0
挂一漏万,0,1,0,0,0,0
躁,0,1,0,0,0,0
粗心,0,1,0,0,0,0
悚然,0,0,1,0,0,0
珍惜,0,0,0,0,1,0
脾气急躁,0,1,0,0,0,0
悯,0,0,1,0,0,0
详,0,0,0,1,0,0
忘恩负义,0,1,0,0,0,0
形象化,0,0,0,1,0,0
勐,0,0,0,1,0,0
踟躇,0,0,1,0,0,0
绰约多姿,0,0,0,1,0,0
变幻莫测,0,1,0,0,0,0
超等,0,0,0,1,0,0
悲,0,0,1,0,0,0
流利,0,0,0,1,0,0
并重,0,0,0,0,1,0
强制性,0,1,0,0,0,0
绚丽多彩,0,0,0,1,0,0
费力,0,1,0,0,0,0
异常,1,1,0,0,0,0
动摇,0,0,1,0,0,0
羞赧,0,0,1,0,0,0
伤风败俗,0,1,0,0,0,0
漫不经心,0,1,0,0,0,0
大名鼎鼎,0,0,0,1,0,0
欺诈性,0,1,0,0,0,0
装腔作势,0,1,0,0,0,0
酸溜溜,0,1,1,0,0,0
扼要,0,0,0,1,0,0
看得起,0,0,0,0,1,0
乱糟糟,0,1,0,0,0,0
韶,0,0,0,1,0,0
行之有效,0,0,0,1,0,0
奉公守法,0,0,0,1,0,0
奔放,0,0,0,1,0,0
有意义,0,0,0,1,0,0
有名气,0,0,0,1,0,0
脾气火暴,0,1,0,0,0,0
实质性,0,0,0,1,0,0
真心实意,0,0,0,1,0,0
见多识广,0,0,0,1,0,0
菁菁,0,0,0,1,0,0
自由,0,0,0,1,0,0
赞成,0,0,0,0,1,0
定,0,0,0,1,0,0
挖苦,0,0,1,0,0,0
瞧不上,0,0,1,0,0,0
混合,0,1,0,0,0,0
凌乱,0,1,0,0,0,0
悲剧,0,1,0,0,0,0
一尘不染,0,0,0,1,0,0
够瞧的,1,0,0,0,0,0
弱势,0,1,0,0,0,0
雩,0,0,0,0,1,0
雄姿英发,0,0,0,1,0,0
零星,0,1,0,0,0,0
志大才疏,0,1,0,0,0,0
烦琐,0,1,0,0,0,0
怔神儿,0,0,1,0,0,0
溜光,0,0,0,1,0,0
詈,0,0,1,0,0,0
狠抓,0,0,0,0,1,0
钢铁,0,0,0,1,0,0
万恶,0,1,0,0,0,0
不谨慎,0,1,0,0,0,0
不愿,0,0,1,0,0,0
娇艳,0,0,0,1,0,0
有罪,0,1,0,0,0,0
开炮,0,0,1,0,0,0
开通,0,0,0,1,0,0
打心底里,0,0,0,1,0,0
错杂,0,1,0,0,0,0
风雨飘摇,0,1,0,0,0,0
十拿九稳,0,0,0,1,0,0
流芳千古,0,0,0,1,0,0
自馁,0,0,1,0,0,0
金刚努目,0,1,0,0,0,0
小看,0,0,1,0,0,0
吸引人眼球,0,0,0,1,0,0
徒,0,1,0,0,0,0
高档化,0,0,0,1,0,0
不得当,0,1,0,0,0,0
守法,0,0,0,1,0,0
粗劣,0,1,0,0,0,0
可圈可点,0,0,0,1,0,0
究其实,0,0,0,1,0,0
较为,1,0,0,0,0,0
落市,0,1,0,0,0,0
悒悒不乐,0,0,1,0,0,0
游移,0,0,1,0,0,0
讲,0,0,0,0,1,0
窳劣,0,1,0,0,0,0
懊,0,0,1,0,0,0
箪食瓢饮,0,1,0,0,0,0
无所畏惧,0,0,0,1,0,0
陈腐,0,1,0,0,0,0
优渥,0,0,0,1,0,0
天南海北,0,1,0,0,0,0
优美,0,0,0,1,0,0
巴,0,0,0,0,1,0
低标准,0,1,0,0,0,0
笨头笨脑,0,1,0,0,0,0
仁义,0,0,0,1,0,0
留神,0,0,0,0,1,0
繁复,0,1,0,0,0,0
黑黝黝,0,1,0,0,0,0
当头棒喝,0,0,1,0,0,0
咒诅,0,0,1,0,0,0
脸红耳热,0,0,1,0,0,0
历历,0,0,0,1,0,0
绘声绘色,0,0,0,1,0,0
结实粗壮,0,0,0,1,0,0
隐然,0,1,0,0,0,0
贷,0,0,1,0,0,0
可靠,0,0,0,1,0,0
醊,0,0,0,0,1,0
明白无误,0,0,0,1,0,0
见风使舵,0,1,0,0,0,0
辛勤,0,0,0,1,0,0
健康美,0,0,0,1,0,0
赞许,0,0,0,0,1,0
活泼,0,0,0,1,0,0
曲曲折折,0,1,0,0,0,0
简短,0,0,0,1,0,0
一清二楚,0,0,0,1,0,0
以期,0,0,0,0,1,0
重视,0,0,0,0,1,0
爽气,0,0,0,1,0,0
虚浮,0,1,0,0,0,0
懑,0,0,1,0,0,0
不同意,0,0,1,0,0,0
哀婉,0,0,0,1,0,0
合法,0,0,0,1,0,0
会来事,0,1,0,0,0,0
最主要,0,0,0,1,0,0
多劳多得,0,0,0,1,0,0
困难,0,1,0,0,0,0
不着调,0,1,0,0,0,0
全身心,0,0,0,1,0,0
眼光锐利,0,0,0,1,0,0
有节制,0,0,0,1,0,0
赤胆,0,0,0,1,0,0
找岔子,0,0,1,0,0,0
侥,0,1,0,0,0,0
素朴,0,0,0,1,0,0
原宥,0,0,1,0,0,0
撺,0,0,1,0,0,0
背时,0,1,0,0,0,0
讲礼貌,0,0,0,1,0,0
潜,0,1,0,0,0,0
皓月当空,0,0,0,1,0,0
博识,0,0,0,1,0,0
有嘴无心,0,0,0,1,0,0
誉,0,0,0,0,1,0
实至名归,0,0,0,1,0,0
迷茫,0,1,0,0,0,0
令人恶心,0,1,0,0,0,0
崇敬,0,0,0,0,1,0
玄妙,0,0,0,1,0,0
从动,0,1,0,0,0,0
气冲牛斗,0,0,1,0,0,0
一心一德,0,0,0,1,0,0
斥,0,0,1,0,0,0
自行,0,0,0,1,0,0
生长完全,0,0,0,1,0,0
无可厚非,0,0,0,1,0,0
专注,0,0,0,1,0,0
倾慕,0,0,0,0,1,0
厉声,0,1,0,0,0,0
打问号,0,0,1,0,0,0
心旷神怡,0,0,0,0,1,0
枯槁,0,1,0,0,0,0
实际,0,0,0,1,0,0
有同情心,0,0,0,1,0,0
回头,0,0,1,0,0,0
喜悦,0,0,0,0,1,0
浩荡,0,0,0,1,0,0
病歪歪,0,1,0,0,0,0
痴心不改,0,0,0,0,1,0
不择手段,0,1,0,0,0,0
直捷,0,0,0,1,0,0
无谓,0,1,0,0,0,0
拜,0,0,0,0,1,0
乱七八糟,0,1,0,0,0,0
零落,0,1,0,0,0,0
欠妥,0,1,0,0,0,0
言之有理,0,0,0,1,0,0
干干净净,0,0,0,1,0,0
猴,0,1,0,0,0,0
凶巴巴,0,1,0,0,0,0
夹道欢迎,0,0,0,0,1,0
骨鲠在喉,0,0,1,0,0,0
犯有罪行,0,1,0,0,0,0
履险如夷,0,0,0,1,0,0
悒郁寡欢,0,0,1,0,0,0
感恩,0,0,0,0,1,0
没出息,0,1,0,0,0,0
数不上,0,1,0,0,0,0
出众,0,0,0,1,0,0
古香古色,0,0,0,1,0,0
指摘,0,0,1,0,0,0
简便,0,0,0,1,0,0
赞服,0,0,0,0,1,0
褒贬,0,0,1,0,0,0
凝滞,0,1,0,0,0,0
菲,0,1,0,1,0,0
泰,0,0,0,1,0,0
秾艳,0,0,0,1,0,0
狂乱,0,0,0,1,0,0
病弱,0,1,0,0,0,0
土气,0,1,0,0,0,0
刚好,0,0,0,1,0,0
流里流气,0,1,0,0,0,0
机敏,0,0,0,1,0,0
熟透,0,0,0,1,0,0
难上加难,0,1,0,0,0,0
家给人足,0,0,0,1,0,0
秘,0,1,0,0,0,0
强制,0,1,0,0,0,0
够味儿,0,0,0,1,0,0
空前绝后,0,0,0,1,0,0
显贵,0,0,0,1,0,0
劳而无功,0,1,0,0,0,0
切题,0,0,0,1,0,0
瞑,0,1,0,0,0,0
险诈,0,1,0,0,0,0
质量好,0,0,0,1,0,0
悚,0,0,1,0,1,0
善交际,0,0,0,1,0,0
独裁,0,1,0,0,0,0
猜嫌,0,0,1,0,0,0
紧要,0,0,0,1,0,0
强壮有力,0,0,0,1,0,0
乖僻,0,1,0,0,0,0
不可理喻,0,1,0,0,0,0
似是而非,0,1,0,0,0,0
丑,0,1,0,0,0,0
地覆天翻,0,0,0,1,0,0
淫逸,0,1,0,0,0,0
惊怕,0,0,1,0,0,0
热情,0,0,0,1,0,0
人山人海,0,0,0,1,0,0
婞,0,1,0,0,0,0
合胃口,0,0,0,1,0,0
精悍,0,0,0,1,0,0
罪不容诛,0,1,0,0,0,0
暴戾,0,1,0,0,0,0
清亮,0,0,0,1,0,0
卑陋,0,1,0,0,0,0
有鼻子有眼,0,0,0,1,0,0
朴实无华,0,0,0,1,0,0
绚烂,0,0,0,1,0,0
曲线美,0,0,0,1,0,0
赞慕,0,0,0,0,1,0
幼稚,0,1,0,0,0,0
老羞成怒,0,0,1,0,0,0
不洁,0,1,0,0,0,0
抠门儿,0,1,0,0,0,0
骚,0,1,0,0,0,0
黑森森,0,1,0,0,0,0
一呼百诺,0,0,0,1,0,0
离索,0,1,0,0,0,0
孱弱,0,1,0,0,0,0
灵便,0,0,0,1,0,0
目光灼灼,0,0,0,1,0,0
病恹恹,0,1,0,0,0,0
一心一意,0,0,0,1,0,0
喜乐,0,0,0,0,1,0
衷心,0,0,0,1,0,0
豪情满怀,0,0,0,0,1,0
心向,0,0,0,0,1,0
抱憾,0,0,1,0,0,0
恭,0,0,0,1,0,0
怜恤,0,0,1,0,0,0
呱呱叫,0,0,0,1,0,0
虚夸,0,1,0,0,0,0
形同虚设,0,1,0,0,0,0
奴颜婢膝,0,1,0,0,0,0
盲目,0,1,0,0,0,0
发愣,0,0,1,0,0,0
有韧劲,0,0,0,1,0,0
疑虑,0,0,1,0,0,0
合拍,0,0,0,1,0,0
鸿,0,0,0,1,0,0
没什么了不得,0,1,0,0,0,0
潦草,0,1,0,0,0,0
入耳,0,0,0,1,0,0
娇丽,0,0,0,1,0,0
坡,0,1,0,0,0,0
广远,0,0,0,1,0,0
独断,0,1,0,0,0,0
欢畅,0,0,0,0,1,0
光彩,0,0,0,1,0,0
神勇,0,0,0,1,0,0
怒火中烧,0,0,1,0,0,0
匿名,0,1,0,0,0,0
心疼,0,0,1,0,1,0
无先例,0,0,0,1,0,0
黑暗,0,1,0,0,0,0
无视,0,0,1,0,0,0
离心离德,0,1,0,0,0,0
无变化,0,0,0,1,0,0
竭诚,0,0,0,1,0,0
铁打,0,0,0,1,0,0
颓丧,0,0,1,0,0,0
无地自容,0,0,1,0,0,0
稳,0,0,0,1,0,0
深入人心,0,0,0,1,0,0
奉迎,0,0,0,0,1,0
花搭着,0,1,0,0,0,0
绝望,0,0,1,0,0,0
耐久,0,0,0,1,0,0
辉煌,0,0,0,1,0,0
脸皮薄,0,0,1,0,0,0
莫须有,0,1,0,0,0,0
好声好气,0,0,0,1,0,0
荒谬绝伦,0,1,0,0,0,0
郁,0,0,1,1,0,0
芜,0,1,0,1,0,0
财大气粗,0,0,0,1,0,0
采纳,0,0,0,0,1,0
翻然悔悟,0,0,1,0,0,0
优,0,0,0,1,0,0
谐和,0,0,0,1,0,0
恐慌,0,0,1,0,0,0
大摇大摆,0,1,0,0,0,0
泼悍,0,0,0,1,0,0
大大咧咧,0,1,0,0,0,0
褊,0,1,0,0,0,0
